idHH_clean,salaire_mensuel,hhmilieu2,hhreg,q4a_02,metier_trouve,score_individuel_epm
000000053109,716866.0,2,14,Non,Serveur,30.845088579466275
000000053109,716866.0,2,14,Non,Serveur,30.845088579466275
000000053109,650000.0,2,14,Non,Ouvrier agricole,23.867753855602967
000000053109,650000.0,2,14,Non,Ouvrier agricole,23.867753855602967
000000053110,500000.0,2,14,Oui,Ouvrier agricole,31.249018032191106
000000053110,500000.0,2,14,Oui,Ingénieur production,46.2490180321911
000000053110,650000.0,2,14,Non,Ouvrier agricole,13.867753855602965
000000053110,650000.0,2,14,Non,Ouvrier agricole,13.867753855602965
000000053110,650000.0,2,14,Non,Ouvrier agricole,13.867753855602965
000000053111,500000.0,2,14,Oui,Ouvrier agricole,31.249018032191106
000000053111,650000.0,2,14,Non,Ouvrier agricole,13.867753855602965
000000053111,650000.0,2,14,Non,Ouvrier agricole,13.867753855602965
000000053111,650000.0,2,14,Non,Ouvrier agricole,23.867753855602967
000000053112,500000.0,2,14,Oui,Ouvrier agricole,31.249018032191106
000000053112,500000.0,2,14,Non,Ouvrier agricole,11.249018032191106
000000053112,500000.0,2,14,Non,Ouvrier agricole,11.249018032191106
000000053112,650000.0,2,14,Non,Ouvrier agricole,13.867753855602965
000000053112,650000.0,2,14,Non,Ouvrier agricole,13.867753855602965
000000053112,650000.0,2,14,Non,Ouvrier agricole,23.867753855602967
000000053201,500000.0,2,21,Non,Ouvrier agricole,21.24901803219111
000000053201,500000.0,2,21,Non,Ouvrier agricole,21.24901803219111
000000053201,650000.0,2,21,Non,Ouvrier agricole,13.867753855602965
000000053201,650000.0,2,21,Non,Ouvrier agricole,13.867753855602965
000000053201,650000.0,2,21,Non,Ouvrier agricole,13.867753855602965
000000053201,650000.0,2,21,Non,Ouvrier agricole,23.867753855602967
000000053202,500000.0,2,21,Non,Ingénieur production,36.2490180321911
000000053202,650000.0,2,21,Oui,Ouvrier agricole,33.86775385560297
000000053202,650000.0,2,21,Non,Ouvrier agricole,23.867753855602967
000000053202,650000.0,2,21,Non,Ouvrier agricole,23.867753855602967
000000053203,716866.0,2,21,Oui,Serveur,40.84508857946628
000000053204,500000.0,2,21,Non,Ouvrier agricole,21.24901803219111
000000053204,500000.0,2,21,Non,Ouvrier agricole,21.24901803219111
000000053204,650000.0,2,21,Non,Ouvrier agricole,23.867753855602967
000000053205,500000.0,2,21,Oui,Ingénieur production,46.2490180321911
000000053206,500000.0,2,21,Non,Ouvrier agricole,21.24901803219111
000000053206,500000.0,2,21,Non,Ouvrier agricole,21.24901803219111
000000053206,650000.0,2,21,Non,Ouvrier agricole,13.867753855602965
000000053206,650000.0,2,21,Non,Ouvrier agricole,13.867753855602965
000000053206,650000.0,2,21,Non,Ouvrier agricole,13.867753855602965
000000053206,650000.0,2,21,Non,Ouvrier agricole,23.867753855602967
000000053207,500000.0,2,21,Non,Ouvrier agricole,21.24901803219111
000000053207,500000.0,2,21,Non,Ouvrier agricole,21.24901803219111
000000053207,650000.0,2,21,Non,Ouvrier agricole,23.867753855602967
000000053208,500000.0,2,21,Oui,Ingénieur production,46.2490180321911
000000053208,650000.0,2,21,Non,Ouvrier agricole,13.867753855602965
000000053208,650000.0,2,21,Non,Ouvrier agricole,13.867753855602965
000000053208,650000.0,2,21,Non,Ouvrier agricole,13.867753855602965
000000053209,650000.0,2,21,Non,Ouvrier agricole,13.867753855602965
000000053209,500000.0,2,21,Non,Ouvrier agricole,21.24901803219111
000000053209,500000.0,2,21,Non,Ouvrier agricole,21.24901803219111
000000053209,650000.0,2,21,Non,Ouvrier agricole,23.867753855602967
000000053209,650000.0,2,21,Non,Ouvrier agricole,23.867753855602967
000000053210,650000.0,2,21,Non,Ouvrier agricole,13.867753855602965
000000053210,650000.0,2,21,Non,Ouvrier agricole,13.867753855602965
000000053210,650000.0,2,21,Non,Ouvrier agricole,13.867753855602965
000000053210,650000.0,2,21,Non,Ouvrier agricole,13.867753855602965
000000053210,650000.0,2,21,Non,Ouvrier agricole,13.867753855602965
000000053211,500000.0,2,21,Non,Ouvrier agricole,21.24901803219111
000000053211,500000.0,2,21,Non,Ouvrier agricole,21.24901803219111
000000053211,650000.0,2,21,Non,Ouvrier agricole,13.867753855602965
000000053212,500000.0,2,21,Non,Ingénieur production,36.2490180321911
000000053301,550000.0,1,11,Oui,Vendeur,68.2003371671835
000000053301,650000.0,1,11,Non,Ouvrier agricole,43.86775385560296
000000053301,650000.0,1,11,Non,Ouvrier agricole,43.86775385560296
000000053301,650000.0,1,11,Non,Ouvrier agricole,43.86775385560296
000000053302,600000.0,1,11,Non,Journaliste,68.06882363766894
000000053302,650000.0,1,11,Non,Ouvrier agricole,43.86775385560296
000000053302,650000.0,1,11,Non,Ouvrier agricole,43.86775385560296
000000053302,650000.0,1,11,Non,Ouvrier agricole,43.86775385560296
000000053302,650000.0,1,11,Non,Ouvrier agricole,43.86775385560296
000000053303,550000.0,1,11,Non,Vendeur,48.20033716718349
000000053303,650000.0,1,11,Non,Ouvrier agricole,53.86775385560296
000000053303,650000.0,1,11,Non,Ouvrier agricole,43.86775385560296
000000053303,650000.0,1,11,Non,Ouvrier agricole,53.86775385560296
000000053304,650000.0,1,11,Non,Ouvrier agricole,43.86775385560296
000000053304,650000.0,1,11,Non,Ouvrier agricole,43.86775385560296
000000053304,650000.0,1,11,Non,Ouvrier agricole,43.86775385560296
000000053305,650000.0,1,11,Non,Ouvrier agricole,43.86775385560296
000000053305,650000.0,1,11,Non,Ouvrier agricole,43.86775385560296
000000053306,375000.0,1,11,Non,Chauffeur,54.37757923365959
000000053306,370000.0,1,11,Non,Mécanicien,54.24360019599882
000000053306,650000.0,1,11,Non,Ouvrier agricole,43.86775385560296
000000053306,650000.0,1,11,Non,Ouvrier agricole,53.86775385560296
000000053307,1050000.0,1,11,Non,Responsable logistique,73.65451809828045
000000053307,650000.0,1,11,Non,Ouvrier agricole,43.86775385560296
000000053307,650000.0,1,11,Non,Ouvrier agricole,43.86775385560296
000000053307,650000.0,1,11,Non,Ouvrier agricole,43.86775385560296
000000053307,650000.0,1,11,Non,Ouvrier agricole,53.86775385560296
000000053308,775000.0,1,11,Non,Secrétaire,61.62337156779895
000000053308,370000.0,1,11,Non,Mécanicien,44.24360019599882
000000053309,650000.0,1,11,Non,Ouvrier agricole,43.86775385560296
000000053309,650000.0,1,11,Non,Ouvrier agricole,43.86775385560296
000000053310,500000.0,1,11,Oui,Ingénieur production,76.2490180321911
000000053310,500000.0,1,11,Oui,Ingénieur production,76.2490180321911
000000053311,775000.0,1,11,Non,Secrétaire,61.62337156779895
000000053311,775000.0,1,11,Non,Secrétaire,61.62337156779895
000000053312,775000.0,1,11,Non,Secrétaire,61.62337156779895
000000053312,650000.0,1,11,Non,Ouvrier agricole,53.86775385560296
000000053312,1535000.0,1,11,Non,Gestionnaire de crédit,68.44482190690525
000000053312,650000.0,1,11,Non,Ouvrier agricole,43.86775385560296
000000053312,650000.0,1,11,Non,Ouvrier agricole,43.86775385560296
000000053401,775000.0,2,11,Non,Secrétaire,31.623371567798948
000000053401,400000.0,2,11,Non,Enseignant privé,25.021756894414604
000000053401,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000053401,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000053402,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000053402,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000053402,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000053402,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000053403,775000.0,2,11,Non,Secrétaire,31.623371567798948
000000053403,500000.0,2,11,Oui,Ingénieur production,46.2490180321911
000000053403,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000053403,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000053404,370000.0,2,11,Oui,Mécanicien,34.243600195998816
000000053404,500000.0,2,11,Non,Ingénieur production,36.2490180321911
000000053404,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000053405,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000053406,550000.0,2,11,Non,Vendeur,28.20033716718349
000000053406,370000.0,2,11,Oui,Mécanicien,34.243600195998816
000000053406,650000.0,2,11,Non,Ouvrier agricole,23.867753855602967
000000053407,500000.0,2,11,Non,Ingénieur production,36.2490180321911
000000053407,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000053408,325000.0,2,11,Non,Livreur,22.94924869771129
000000053409,525000.0,2,11,Non,Rédacteur web,27.736007090555532
000000053409,475000.0,2,11,Oui,Enseignant privé,36.737044542107306
000000053409,650000.0,2,11,Non,Ouvrier agricole,23.867753855602967
000000053410,550000.0,2,11,Oui,Vendeur,38.2003371671835
000000053410,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000053410,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000053410,650000.0,2,11,Non,Ouvrier agricole,23.867753855602967
000000053411,425000.0,2,11,Non,Chauffeur,25.62686888795692
000000053411,650000.0,2,11,Oui,Ouvrier agricole,33.86775385560297
000000053411,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000053411,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000053411,650000.0,2,11,Non,Ouvrier agricole,23.867753855602967
000000053411,650000.0,2,11,Non,Ouvrier agricole,23.867753855602967
000000053411,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000053412,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000053412,600000.0,2,11,Non,Infirmier,29.068823637668935
000000053412,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000053412,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000053412,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000053501,600000.0,2,12,Non,Infirmier,29.068823637668935
000000053501,650000.0,2,12,Non,Ouvrier agricole,13.867753855602965
000000053502,716866.0,2,12,Oui,Serveur,40.84508857946628
000000053502,225000.0,2,12,Oui,Ouvrier agricole,23.278885397007866
000000053502,650000.0,2,12,Non,Ouvrier agricole,13.867753855602965
000000053502,650000.0,2,12,Non,Ouvrier agricole,13.867753855602965
000000053502,650000.0,2,12,Non,Ouvrier agricole,13.867753855602965
000000053502,650000.0,2,12,Non,Ouvrier agricole,13.867753855602965
000000053503,650000.0,2,12,Non,Ouvrier agricole,13.867753855602965
000000053503,550000.0,2,12,Non,Vendeur,28.20033716718349
000000053503,370000.0,2,12,Non,Mécanicien,24.243600195998816
000000053503,650000.0,2,12,Non,Ouvrier agricole,23.867753855602967
000000053504,500000.0,2,12,Oui,Ouvrier agricole,31.249018032191106
000000053504,500000.0,2,12,Oui,Ouvrier agricole,31.249018032191106
000000053504,650000.0,2,12,Non,Ouvrier agricole,13.867753855602965
000000053505,650000.0,2,12,Non,Ouvrier agricole,13.867753855602965
000000053505,475000.0,2,12,Non,Enseignant privé,26.737044542107302
000000053505,650000.0,2,12,Non,Ouvrier agricole,13.867753855602965
000000053505,650000.0,2,12,Non,Ouvrier agricole,23.867753855602967
000000053506,650000.0,2,12,Non,Ouvrier agricole,13.867753855602965
000000053506,650000.0,2,12,Non,Ouvrier agricole,13.867753855602965
000000053506,650000.0,2,12,Non,Ouvrier agricole,13.867753855602965
000000053506,650000.0,2,12,Non,Ouvrier agricole,13.867753855602965
000000053506,650000.0,2,12,Non,Ouvrier agricole,13.867753855602965
000000053507,650000.0,2,12,Non,Ouvrier agricole,13.867753855602965
000000053507,650000.0,2,12,Non,Ouvrier agricole,13.867753855602965
000000053508,475000.0,2,12,Non,Enseignant privé,26.737044542107302
000000053508,475000.0,2,12,Non,Enseignant privé,26.737044542107302
000000053508,650000.0,2,12,Non,Ouvrier agricole,13.867753855602965
000000053508,650000.0,2,12,Non,Ouvrier agricole,13.867753855602965
000000053508,650000.0,2,12,Non,Ouvrier agricole,13.867753855602965
000000053508,650000.0,2,12,Non,Ouvrier agricole,23.867753855602967
000000053508,650000.0,2,12,Non,Ouvrier agricole,23.867753855602967
000000053509,500000.0,2,12,Non,Ouvrier agricole,21.24901803219111
000000053509,650000.0,2,12,Non,Ouvrier agricole,13.867753855602965
000000053509,650000.0,2,12,Non,Ouvrier agricole,13.867753855602965
000000053509,650000.0,2,12,Non,Ouvrier agricole,23.867753855602967
000000053510,550000.0,2,12,Non,Vendeur,28.20033716718349
000000053510,500000.0,2,12,Oui,Ouvrier agricole,31.249018032191106
000000053510,650000.0,2,12,Non,Ouvrier agricole,13.867753855602965
000000053510,650000.0,2,12,Non,Ouvrier agricole,13.867753855602965
000000053510,650000.0,2,12,Non,Ouvrier agricole,23.867753855602967
000000053511,716866.0,2,12,Oui,Serveur,40.84508857946628
000000053511,716866.0,2,12,Non,Serveur,20.845088579466275
000000053511,375000.0,2,12,Non,Chauffeur,24.377579233659592
000000053511,650000.0,2,12,Non,Ouvrier agricole,13.867753855602965
000000053512,716866.0,2,12,Non,Serveur,30.845088579466275
000000053512,650000.0,2,12,Non,Ouvrier agricole,13.867753855602965
000000053512,650000.0,2,12,Non,Ouvrier agricole,13.867753855602965
000000053601,550000.0,1,51,Non,Vendeur,58.20033716718349
000000053602,550000.0,1,51,Non,Vendeur,58.20033716718349
000000053602,370000.0,1,51,Oui,Mécanicien,64.24360019599882
000000053602,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000053603,550000.0,1,51,Non,Vendeur,58.20033716718349
000000053603,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000053604,775000.0,1,51,Non,Secrétaire,61.62337156779895
000000053604,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000053604,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000053604,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000053605,370000.0,1,51,Non,Mécanicien,54.24360019599882
000000053605,550000.0,1,51,Non,Vendeur,58.20033716718349
000000053605,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000053605,650000.0,1,51,Non,Ouvrier agricole,53.86775385560296
000000053606,475000.0,1,51,Non,Enseignant privé,56.737044542107306
000000053606,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000053606,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000053607,850000.0,1,51,Non,Responsable sécurité,71.54537765897967
000000053607,600000.0,1,51,Non,Infirmier,59.068823637668935
000000053607,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000053607,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000053608,475000.0,1,51,Non,Enseignant privé,56.737044542107306
000000053608,600000.0,1,51,Non,Journaliste,68.06882363766894
000000053608,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000053609,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000053609,550000.0,1,51,Oui,Vendeur,68.2003371671835
000000053609,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000053609,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000053609,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000053609,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000053609,650000.0,1,51,Non,Ouvrier agricole,53.86775385560296
000000053609,650000.0,1,51,Non,Ouvrier agricole,53.86775385560296
000000053610,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000053611,550000.0,1,51,Oui,Vendeur,68.2003371671835
000000053611,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000053611,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000053611,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000053612,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000053612,550000.0,1,51,Oui,Vendeur,68.2003371671835
000000053612,700000.0,1,51,Non,Comptable,69.60744779028236
000000053612,375000.0,1,51,Non,Secrétaire,54.37757923365959
000000053612,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000053612,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000053612,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000053612,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000053612,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000053612,650000.0,1,51,Non,Ouvrier agricole,53.86775385560296
000000053612,650000.0,1,51,Non,Ouvrier agricole,53.86775385560296
000000053612,650000.0,1,51,Non,Ouvrier agricole,53.86775385560296
000000053701,650000.0,2,51,Non,Ouvrier agricole,13.867753855602965
000000053701,650000.0,2,51,Non,Ouvrier agricole,13.867753855602965
000000053701,650000.0,2,51,Non,Ouvrier agricole,13.867753855602965
000000053702,650000.0,2,51,Non,Ouvrier agricole,13.867753855602965
000000053702,650000.0,2,51,Non,Ouvrier agricole,13.867753855602965
000000053703,850000.0,2,51,Non,Responsable sécurité,41.545377658979675
000000053703,650000.0,2,51,Non,Ouvrier agricole,13.867753855602965
000000053704,716866.0,2,51,Oui,Serveur,40.84508857946628
000000053704,650000.0,2,51,Non,Ouvrier agricole,13.867753855602965
000000053704,650000.0,2,51,Non,Ouvrier agricole,13.867753855602965
000000053704,650000.0,2,51,Non,Ouvrier agricole,23.867753855602967
000000053705,650000.0,2,51,Non,Ouvrier agricole,23.867753855602967
000000053705,716866.0,2,51,Oui,Serveur,40.84508857946628
000000053706,500000.0,2,51,Oui,Ouvrier agricole,31.249018032191106
000000053706,550000.0,2,51,Oui,Vendeur,38.2003371671835
000000053706,650000.0,2,51,Non,Ouvrier agricole,13.867753855602965
000000053706,500000.0,2,51,Non,Ouvrier agricole,21.24901803219111
000000053706,500000.0,2,51,Non,Ouvrier agricole,21.24901803219111
000000053706,650000.0,2,51,Non,Ouvrier agricole,13.867753855602965
000000053707,370000.0,2,51,Non,Mécanicien,24.243600195998816
000000053707,550000.0,2,51,Non,Vendeur,28.20033716718349
000000053707,650000.0,2,51,Non,Ouvrier agricole,13.867753855602965
000000053707,650000.0,2,51,Non,Ouvrier agricole,13.867753855602965
000000053707,650000.0,2,51,Non,Ouvrier agricole,13.867753855602965
000000053707,650000.0,2,51,Non,Ouvrier agricole,13.867753855602965
000000053707,650000.0,2,51,Non,Ouvrier agricole,23.867753855602967
000000053707,650000.0,2,51,Non,Ouvrier agricole,23.867753855602967
000000053708,650000.0,2,51,Non,Ouvrier agricole,13.867753855602965
000000053709,650000.0,2,51,Non,Ouvrier agricole,13.867753855602965
000000053709,370000.0,2,51,Non,Mécanicien,24.243600195998816
000000053709,375000.0,2,51,Non,Chauffeur,24.377579233659592
000000053709,650000.0,2,51,Non,Ouvrier agricole,13.867753855602965
000000053709,650000.0,2,51,Non,Ouvrier agricole,13.867753855602965
000000053709,650000.0,2,51,Non,Ouvrier agricole,13.867753855602965
000000053710,375000.0,2,51,Non,Chauffeur,24.377579233659592
000000053710,375000.0,2,51,Non,Chauffeur,24.377579233659592
000000053711,550000.0,2,51,Oui,Vendeur,38.2003371671835
000000053711,650000.0,2,51,Non,Ouvrier agricole,13.867753855602965
000000053711,650000.0,2,51,Non,Ouvrier agricole,13.867753855602965
000000053711,650000.0,2,51,Non,Ouvrier agricole,23.867753855602967
000000053712,240000.0,2,51,Non,Aide-cuisinier,19.923061948735494
000000053712,650000.0,2,51,Non,Ouvrier agricole,13.867753855602965
000000053712,650000.0,2,51,Non,Ouvrier agricole,13.867753855602965
000000053712,650000.0,2,51,Non,Ouvrier agricole,13.867753855602965
000000053712,650000.0,2,51,Non,Ouvrier agricole,13.867753855602965
000000053712,650000.0,2,51,Non,Ouvrier agricole,13.867753855602965
000000053712,650000.0,2,51,Non,Ouvrier agricole,13.867753855602965
000000053712,650000.0,2,51,Non,Ouvrier agricole,23.867753855602967
000000053712,650000.0,2,51,Non,Ouvrier agricole,23.867753855602967
000000053801,500000.0,2,14,Oui,Ouvrier agricole,31.249018032191106
000000053801,500000.0,2,14,Oui,Ouvrier agricole,31.249018032191106
000000053801,650000.0,2,14,Non,Ouvrier agricole,23.867753855602967
000000053802,500000.0,2,14,Oui,Ouvrier agricole,31.249018032191106
000000053803,500000.0,2,14,Oui,Ouvrier agricole,31.249018032191106
000000053803,500000.0,2,14,Oui,Ingénieur production,46.2490180321911
000000053803,650000.0,2,14,Non,Ouvrier agricole,13.867753855602965
000000053803,650000.0,2,14,Non,Ouvrier agricole,23.867753855602967
000000053804,500000.0,2,14,Oui,Ouvrier agricole,31.249018032191106
000000053804,500000.0,2,14,Oui,Ingénieur production,46.2490180321911
000000053804,650000.0,2,14,Non,Ouvrier agricole,23.867753855602967
000000053805,500000.0,2,14,Oui,Ouvrier agricole,31.249018032191106
000000053805,500000.0,2,14,Oui,Ouvrier agricole,31.249018032191106
000000053805,650000.0,2,14,Non,Ouvrier agricole,13.867753855602965
000000053805,650000.0,2,14,Non,Ouvrier agricole,13.867753855602965
000000053806,550000.0,2,14,Oui,Vendeur,38.2003371671835
000000053806,550000.0,2,14,Oui,Vendeur,38.2003371671835
000000053806,650000.0,2,14,Non,Ouvrier agricole,13.867753855602965
000000053806,650000.0,2,14,Non,Ouvrier agricole,23.867753855602967
000000053806,650000.0,2,14,Non,Ouvrier agricole,23.867753855602967
000000053807,500000.0,2,14,Oui,Ouvrier agricole,31.249018032191106
000000053807,650000.0,2,14,Non,Ouvrier agricole,13.867753855602965
000000053807,650000.0,2,14,Non,Ouvrier agricole,13.867753855602965
000000053807,650000.0,2,14,Non,Ouvrier agricole,13.867753855602965
000000053808,500000.0,2,14,Oui,Ingénieur production,46.2490180321911
000000053809,500000.0,2,14,Oui,Ouvrier agricole,31.249018032191106
000000053809,500000.0,2,14,Oui,Ingénieur production,46.2490180321911
000000053810,500000.0,2,14,Oui,Ingénieur production,46.2490180321911
000000053810,500000.0,2,14,Non,Ingénieur production,26.249018032191106
000000053810,650000.0,2,14,Non,Ouvrier agricole,23.867753855602967
000000053811,500000.0,2,14,Oui,Ingénieur production,46.2490180321911
000000053811,500000.0,2,14,Non,Ingénieur production,26.249018032191106
000000053811,650000.0,2,14,Non,Ouvrier agricole,13.867753855602965
000000053811,650000.0,2,14,Non,Ouvrier agricole,23.867753855602967
000000053811,650000.0,2,14,Non,Ouvrier agricole,13.867753855602965
000000053812,500000.0,2,14,Oui,Ingénieur production,46.2490180321911
000000053812,650000.0,2,14,Non,Ouvrier agricole,13.867753855602965
000000053812,650000.0,2,14,Non,Ouvrier agricole,23.867753855602967
000000053901,650000.0,1,21,Non,Ouvrier agricole,43.86775385560296
000000053901,650000.0,1,21,Non,Ouvrier agricole,43.86775385560296
000000053902,370000.0,1,21,Oui,Mécanicien,64.24360019599882
000000053902,650000.0,1,21,Non,Ouvrier agricole,43.86775385560296
000000053903,425000.0,1,21,Non,Chauffeur,55.626868887956924
000000053904,650000.0,1,21,Non,Ouvrier agricole,53.86775385560296
000000053904,650000.0,1,21,Non,Ouvrier agricole,43.86775385560296
000000053904,650000.0,1,21,Non,Ouvrier agricole,53.86775385560296
000000053904,650000.0,1,21,Non,Ouvrier agricole,53.86775385560296
000000053904,600000.0,1,21,Non,Infirmier,59.068823637668935
000000053904,650000.0,1,21,Non,Ouvrier agricole,53.86775385560296
000000053905,650000.0,1,21,Non,Ouvrier agricole,43.86775385560296
000000053905,650000.0,1,21,Non,Ouvrier agricole,43.86775385560296
000000053905,650000.0,1,21,Non,Ouvrier agricole,43.86775385560296
000000053906,550000.0,1,21,Oui,Vendeur,68.2003371671835
000000053906,370000.0,1,21,Oui,Mécanicien,64.24360019599882
000000053906,650000.0,1,21,Non,Ouvrier agricole,43.86775385560296
000000053906,650000.0,1,21,Non,Ouvrier agricole,43.86775385560296
000000053906,650000.0,1,21,Non,Ouvrier agricole,43.86775385560296
000000053907,500000.0,1,21,Oui,Ingénieur production,76.2490180321911
000000053907,370000.0,1,21,Oui,Mécanicien,64.24360019599882
000000053907,650000.0,1,21,Non,Ouvrier agricole,43.86775385560296
000000053907,650000.0,1,21,Non,Ouvrier agricole,43.86775385560296
000000053907,650000.0,1,21,Non,Ouvrier agricole,53.86775385560296
000000053907,500000.0,1,21,Non,Ingénieur production,56.24901803219111
000000053908,500000.0,1,21,Oui,Ouvrier agricole,61.2490180321911
000000053908,550000.0,1,21,Oui,Vendeur,68.2003371671835
000000053908,650000.0,1,21,Non,Ouvrier agricole,53.86775385560296
000000053909,500000.0,1,21,Oui,Ingénieur production,76.2490180321911
000000053909,650000.0,1,21,Non,Ouvrier agricole,43.86775385560296
000000053909,650000.0,1,21,Non,Ouvrier agricole,43.86775385560296
000000053909,650000.0,1,21,Non,Ouvrier agricole,43.86775385560296
000000053909,650000.0,1,21,Non,Ouvrier agricole,53.86775385560296
000000053910,370000.0,1,21,Oui,Mécanicien,64.24360019599882
000000053911,500000.0,1,21,Oui,Ouvrier agricole,61.2490180321911
000000053912,500000.0,1,21,Oui,Ingénieur production,76.2490180321911
000000054001,500000.0,2,43,Oui,Ingénieur production,46.2490180321911
000000054001,500000.0,2,43,Oui,Ouvrier agricole,31.249018032191106
000000054001,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000054001,650000.0,2,43,Non,Ouvrier agricole,23.867753855602967
000000054001,650000.0,2,43,Non,Ouvrier agricole,23.867753855602967
000000054002,650000.0,2,43,Oui,Ouvrier agricole,33.86775385560297
000000054002,500000.0,2,43,Oui,Ingénieur production,46.2490180321911
000000054002,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000054002,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000054002,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000054003,650000.0,2,43,Oui,Ouvrier agricole,33.86775385560297
000000054003,500000.0,2,43,Oui,Ouvrier agricole,31.249018032191106
000000054003,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000054003,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000054004,650000.0,2,43,Oui,Ouvrier agricole,33.86775385560297
000000054004,500000.0,2,43,Oui,Ingénieur production,46.2490180321911
000000054004,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000054004,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000054004,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000054004,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000054004,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000054005,650000.0,2,43,Oui,Ouvrier agricole,33.86775385560297
000000054005,650000.0,2,43,Oui,Ouvrier agricole,33.86775385560297
000000054005,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000054005,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000054005,650000.0,2,43,Non,Ouvrier agricole,23.867753855602967
000000054006,500000.0,2,43,Oui,Ingénieur production,46.2490180321911
000000054007,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000054007,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000054007,650000.0,2,43,Non,Ouvrier agricole,23.867753855602967
000000054008,500000.0,2,43,Oui,Ouvrier agricole,31.249018032191106
000000054008,500000.0,2,43,Non,Ouvrier agricole,11.249018032191106
000000054008,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000054008,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000054009,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000054009,500000.0,2,43,Oui,Ingénieur production,46.2490180321911
000000054010,500000.0,2,43,Oui,Ingénieur production,46.2490180321911
000000054010,500000.0,2,43,Non,Ingénieur production,26.249018032191106
000000054010,650000.0,2,43,Non,Ouvrier agricole,23.867753855602967
000000054011,500000.0,2,43,Non,Ingénieur production,36.2490180321911
000000054011,500000.0,2,43,Non,Ingénieur production,36.2490180321911
000000054011,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
